" Ah===1
ouvriers d'une===1
ouvrir là===1
ouvrir tout===1
ouvrir vos===1
ouvrit la===2
ouvrit les===2
ouvrière avant===1
ouvrière fraîche===1
ouvrière inconnue===1
ouvrière l'attendait===1
ouvrière pour===1
ovale et===2
ovales de===1
ovoïdes de===1
où Bergotte===1
où Combray===1
où Françoise===3
où Gilberte===2
où Mme===1
où Odette===8
où Rémi===2
où Swann===9
où Théodore===1
où Virgile===1
où allongé===1
où apparaît===1
où arriverait===1
où ce===2
où cela===1
où celle-ci===2
où celui-ci===2
où ces===1
où cet===1
où ceux===1
où chacun===2
où clapotent===1
où comme===3
où d'ailleurs===1
où d'habitude===1
où dans===2
où de===2
où depuis===1
où des===4
où dominait===1
où donnait===3
où du===1
où dès===1
où déferlait===1
où déferlent===1
où déjà===1
où elle===92
où elles===12
où est===1
où expirait===1
où fleurissaient===1
où fréquentait===1
où habitaient===1
où il===155
où ils===10
où j'aimais===2
où j'aimerais===1
où j'allais===1
où j'attendais===1
où j'aurais===2
où j'avais===4
où j'en===1
où j'entrerais===1
où j'exige===1
où j'étais===8
où je===53
où jouait===1
où l'action===1
où l'eau===1
où l'habitation===1
où l'immobile===1
où l'on===14
où l'église===1
où l'énorme===1
où la===22
où le===26
où les===21
où logeait===1
où luiraient===1
où m'avait===1
où ma===3
où maintenant===1
où malgré===1
où maman===3
où me===2
où mes===2
où mon===2
où monsieur===2
où montaient===1
où monte===1
où moutonnent===1
où naissait===1
où ne===4
où notre===1
où nous===24
où on===34
où par===2
où parvenaient===1
où passait===1
où passe===1
où pendant===1
où personne===2
où poser===1
où pourtant===3
où pouvait===1
où pût===1
où quand===2
où que===2
où quelques===1
où retentit===1
où rien===1
où rêvait===1
où s'ouvrait===1
où s'étaient===1
où s'éveillait===1
où sa===1
où se===8
où ses===2
où seulement===1
où soit===1
où son===5
où sont===1
où souvent===1
où sur===1
où survivait===1
où tombait===1
où tous===2
où tout===3
où toute===2
où toutes===1
où tu===1
où un===6
où une===7
où venait===1
où vivait===2
où vivent===1
où vont===1
où à===2
où étaient===5
où était===5
pactes plus===1
padouan du===1
page de===3
page où===1
page que===1
pages de===4
pages des===1
pages du===1
pages entières===1
pages les===1
pages qu'il===1
paie avec===1
paierait bien===1
paillasson lui===1
paille avait===1
paille blanche===1
paille du===1
paille et===1
paille tressée===1
pain bénit===1
pain chaud===1
pain d'épices===1
pain des===1
pain et===1
pain un===1
paix et===1
paix où===1
paix qui===2
paix sans===1
palaces ou===1
palais des===1
palais ne===1
paletot de===1
paletot et===1
paletots clairs===1
palier à===1
palimpsestes un===1
palmiers contenus===1
palmées d'or===1
palpable de===1
palpable gâteau===1
palpait les===1
palpitation successive===1
palpitations de===1
palpite ainsi===1
palpiter partout===1
palpitât lire===1
pan de===1
pan lumineux===1
pan tronqué===1
panaches de===1
panier couverts===1
panier de===1
panier les===1
paniers de===1
panneau de===1
panorama et===1
papa qui===1
papale à===1
papeterie et===1
papier au===1
papier chamois===1
papier et===1
papier fermé===1
papier jaune===1
papier jaunissante===1
papier jusque-là===1
papier peint===1
papier qui===2
papier à===1
papiers en===1
papillon posé===1
papillons leur===1
papillons qui===1
papillotes arrachées===1
paquet d'algues===1
paquet de===1
paquet noué===1
paquet tout===1
par Antoine===1
par Apollôn===1
par Bellini===2
par Camus===1
par Corot===1
par Dagobert===1
par Dieu===1
par Fabre===1
par Forcheville===1
par Françoise===4
par Fénelon===1
par Guermantes===1
par Hubert===1
par Machard===1
par Mme===1
par Morgan===1
par Mémé===1
par Odette===6
par Piranesi===1
par Potain===1
par Swann===2
par Turner===1
par affectation===1
par agacer===1
par ailleurs===2
par aller===1
par amabilité===3
par amitié===1
par amour-propre===1
par amour===1
par an===1
par anticipation===2
par appeler===1
par apprendre===1
par arranger===1
par association===2
par aucun===1
par aucune===1
par autant===1
par bien===1
par bienséance===1
par bonté===2
par caprice===1
par ce===7
par cela===1
par celle===3
par celles===3
par celui===1
par certains===6
par ces===9
par cet===5
par cette===6
par ceux===1
par chaque===1
par chercher===1
par cimenter===1
par colère===1
par comprendre===1
par condescendance===1
par confondre===1
par conséquent===5
par contagion===1
par coquetterie===1
par couples===2
par crainte===1
par croire===1
par créer===1
par cœur===2
par d'autres===5
par d'immenses===1
par d'épaisses===1
par de===5
par delà===1
par des===25
par deux===3
par dire===2
par discrétion===2
par distinction===1
par durcir===1
par décider===1
par défaut===1
par elle===4
par elles===3
par en===1
par erreur===1
par eux-mêmes===1
par eux===4
par excellence===2
par exemple===18
par expérience===1
par faire===1
par fatigue===1
par force===1
par galanterie===1
par genre===1
par gestes===1
par gonfler===1
par goût===1
par habitude===1
par hasard===10
par horreur===1
par hygiène===1
par ignorance===1
par imitation===1
par impossibilité===1
par inexpérience===1
par instants===1
par intelligence===2
par intransigeance===1
par intérêt===1
par jalousie===1
par jour===4
par l'Opéra===1
par l'absence===1
par l'acceptation===1
par l'admiration===3
par l'amabilité===1
par l'amour-propre===1
par l'amour===4
par l'appel===1
par l'armurier===1
par l'arrivée===1
par l'assemblée===1
par l'attention===1
par l'auteur===1
par l'autre===1
par l'averse===2
par l'aveu===1
par l'eau===1
par l'effort===1
par l'ennui===1
par l'enroulement===1
par l'entêtement===1
par l'est===1
par l'excitation===1
par l'expérience===1
par l'extension===1
par l'habitude===1
par l'horreur===1
par l'identifier===1
par l'ignorance===1
par l'image===1
par l'imagination===2
par l'immobilité===1
par l'implantation===1
par l'incertitude===1
par l'indignation===1
par l'inhalation===1
par l'institutrice===1
par l'intensité===1
par l'intermédiaire===1
par l'intervention===1
par l'introduction===1
par l'intérêt===1
par l'odeur===2
par l'ombre===1
par l'orchestre===1
par l'oublier===1
par l'ouvrière===1
par l'ouïe===1
par l'usage===1
par l'usure===1
par l'échelle===1
par l'épaule===1
par l'étonner===1
par la===92
par laisser===1
par le===79
par lequel===5
par les===48
par lesquelles===2
par lesquels===3
par leur===5
par leurs===2
par lui-même===5
par lui===13
par là===11
par m'endormir===1
par ma===6
par manquer===1
par me===3
par mes===3
par mesure===1
par mettre===1
par modeler===1
par modestie===1
par moi===7
par mois===2
par moment===1
par moments===6
par mon===2
par monsieur===1
par morceau===1
par morceaux===1
par méchanceté===2
par mégarde===1
par métaphore===1
par nature===3
par naître===1
par ne===3
par nos===3
par notre===2
par nous===3
par opposition===1
par ordre===2
par où===2
par paresse===2
par passer===1
par penser===1
par personne===1
par peur===6
par plaisanterie===1
par plaisir===1
par politesse===2
par pouvoir===1
par quel===1
par quelle===1
par quelqu'un===1
par quelque===8
par quelques===1
par qui===1
par quoi===1
par rapport===5
par rejeter===1
par remplir===1
par rester===1
par réaction===1
par réduire===1
par s'accumuler===1
par s'animer===1
par s'apaiser===1
par s'en===1
par s'éteindre===1
par sa===14
par saint===1
par ses===7
par signes===1
par simple===1
par simplicité===1
par soi-même===1
par son===11
par suivre===1
par tant===2
par terre===1
par tomber===1
par ton===1
par tous===7
par tout===1
par toute===1
par toutes===1
par transparence===1
par triompher===1
par troupes===1
par trouver===1
par tuer===1
par un===59
par une===56
par voie===1
par votre===1
par édifier===1
par épuisement===1
par étoile===1
par être===1
par-dessus des===1
par-dessus son===2
paradis terrestre===1
paraissaient affreuses===1
paraissaient conscientes===1
paraissaient empreints===1
paraissaient faux===1
paraissaient peut-être===1
paraissaient plus===1
paraissaient plutôt===1
paraissaient recéler===1
paraissaient si===1
paraissaient simples===1
paraissaient telles===1
paraissaient toujours===1
paraissaient tout===1
paraissaient à===1
paraissait bien===1
paraissait maintenant===1
paraissait pas===2
paraissait plus===6
paraissait prêt===1
paraissait quelque===1
paraissait seulement===1
paraissait si===1
paraissait suspect===1
paraissait un===1
paraissait une===1
paraissait à===1
paraissent toutes===1
parallèlement son===1
paralysaient ses===1
paralysé près===1
paralysé qui===1
paralysée au===1
parapluie dans===1
parapluie ou===1
parapluie refermé===1
parasites précieux===1
paravents auxquels===1
paraît aux===1
paraît qu'elle===2
paraît qu'il===2
paraît que===3
paraît quelque===1
paraît toujours===1
paraît un===1
paraît une===1
paraîtraient peu===1
paraîtrais grossier===1
paraîtrait aussi===1
paraîtrait belle===1
paraîtrait mince===1
paraître au===1
paraître aucun===1
paraître aussi===1
paraître bien===1
paraître bête===1
paraître dédaigner===1
paraître innocent===1
paraître l'avoir===1
paraître les===1
paraître lui-même===1
paraître légitime===1
paraître plus===4
paraître rétrospectivement===1
paraître s'en===1
paraître si===1
paraître trop===1
paraître à===1
paraître égoïste===1
parc comme===1
parc de===3
parc du===1
parc leurs===1
parc où===1
parc qu'il===1
parc s'étendait===1
parc une===1
parc voisin===1
parce qu'Odette===1
parce qu'elle===31
parce qu'elles===7
parce qu'il===38
parce qu'ils===14
parce qu'on===9
parce qu'une===1
parce que===98
parcelle de===1
parcelles d'analogie===1
parcelles intimes===1
parcelles qu'il===1
parcouraient rapidement===1
parcourait inévitablement===1
parcourait les===1
parcourir les===1
pardessus d'hiver===1
pardessus et===1
pardessus pour===1
pardon par===1
pardon à===1
pardonna pas===1
pardonne tout===1
pardonné de===1
pardonné par===1
pare notre===1
pareil au===1
pareil aussi===1
pareil cela===1
pareil moment===1
pareil régal===1
pareil à===5
pareille au===1
pareille aux===1
pareille chez===1
pareille dextérité===1
pareille douleur===1
pareille extravagance===1
pareille à===4
pareilles pour===1
pareilles à===1
pareils aux===1
pareils à===6
parent de===1
parent qui===1
parente de===1
parente du===1
parente et===1
parente ou===1
parente qu'on===1
parents aussi===1
parents avaient===2
parents avec===1
parents bourgeois===1
parents connaissaient===1
parents d'avoir===1
parents de===3
parents dont===1
parents du===1
parents déplorèrent===1
parents en===1
parents entrés===1
parents et===5
parents eurent===1
parents eussent===2
parents la===1
parents le===1
parents m'accordaient===1
parents m'appelaient===1
parents m'avaient===1
parents m'ayant===1
parents m'eurent===1
parents malheureusement===1
parents me===2
parents morts===1
parents n'allant===1
parents n'ayant===1
parents ne===4
parents pour===1
parents que===2
parents qui===3
parents renonçaient===1
parents s'il===1
parents s'impatientaient===1
parents si===1
parents sur===2
parents trouveraient===1
parents une===1
parents venait===1
parents voulaient===1
parents à===3
parents éloignés===1
parents étaient===2
parenté avec===2
parer à===1
paresse cérébrale===1
paresse d'esprit===1
paresse de===1
paresseusement en===1
paresseux et===1
parfait gentleman===1
parfaite innocence===1
parfaitement bien===1
parfaitement circulaire===1
parfaitement distinctes===1
parfaitement débarrassé===1
parfaitement inaperçu===1
parfaitement les===1
parfaitement qualifié===1
parfaitement savoir===1
parfois au===1
parfois aussi===2
parfois c'est===1
parfois dans===1
parfois de===2
parfois depuis===1
parfois des===1
parfois devant===1
parfois en===1
parfois enfin===1
parfois indulgent===1
parfois irrité===1
parfois je===2
parfois la===1
parfois les===1
parfois lui===1
parfois monsieur===1
parfois on===1
parfois passe===1
parfois piquées===1
parfois pour===1
parfois qu'elle===2
parfois qu'il===1
parfois qu'une===1
parfois rien===1
parfois rougeâtre===1
parfois ses===1
parfois si===1
parfois son===1
parfois sous===1
parfois un===2
parfois à===2
parfum d'aubépine===1
parfum d'une===2
parfum de===1
parfum des===1
parfum ou===1
parfum qui===1
parfum s'étendait===1
parfumait aussi===1
parfums printaniers===1
parfumé par===1
parfumées par===1
parier que===1
parisien et===1
pariétaire et===1
pariétaires qui===1
parjurerait pas===1
parjures qu'elle===1
parla d'une===1
parla de===1
parla pas===1
parla une===1
parlaient d'une===1
parlaient de===1
parlaient ensemble===1
parlaient pas===2
parlait autrefois===1
parlait d'aller===1
parlait d'amour===1
parlait d'eux===1
parlait d'un===1
parlait d'une===1
parlait de===8
parlait des===1
parlait en===1
parlait et===1
parlait jamais===4
parlait l'ouvrage===1
parlait peu===1
parlait pour===1
parlait que===2
parlait seul===1
parlait toujours===1
parlait volontiers===1
parlait à===3
parlait-il à===1
parlant aux===1
parlant avec===1
parlant d'elle===2
parlant de===3
parlant du===1
parlant garder===1
parlant trop===1
parlant à===3
parlasse pas===1
parle bas===1
parle bien===1
parle de===1
parle des===2
parle du===1
parle et===1
parle jamais===1
parle naturellement===1
parle pas===1
parle que===1
parlent de===2
parlent tellement===1
parler avec===1
parler d'elle===4
parler d'elles===1
parler d'intransigeance===1
parler d'un===1
parler d'une===1
parler de===15
parler depuis===1
parler des===5
parler du===2
parler en===1
parler encore===1
parler habilement===1
parler l'emportant===1
parler même===1
parler plus===1
parler pour===2
parler provision===1
parler raison===1
parler sous===1
parler un===1
parler à===9
parlerai de===1
parles toujours===1
parles-tu tout===1
parlez d'un===1
parlez pas===2
parlez-moi un===1
parlons de===1
parlât des===1
parlât encore===1
parlât pas===1
parlèrent de===1
parlé d'Odette===3
parlé d'elle===1
parlé d'une===1
parlé de===3
parlé en===1
parlé et===2
parlé mimique===1
parlé ne===1
parlé qu'à===1
parlé que===1
parlé sans===1
parlé à===2
parmi ceux===2
parmi eux===2
parmi les===6
parmi lesquels===1
parmi ses===1
paroi du===1
parois humides===1
parois intérieures===1
parois polies===1
paroisse de===2
parole DÉPLACÉE===1
parole annonçant===1
parole au===1
parole c'eût===1
parole comme===1
parole d'Odette===1
parole elle===1
parole est===1
parole ineffable===1
parole pendant===1
parole plus===1
parole venait===1
paroles allaient===1
paroles antérieures===1
paroles bizarres===1
paroles ce===1
paroles d'Odette===1
paroles d'évangile===1
paroles de===6
paroles des===1
paroles devaient===1
paroles en===1
paroles flatteuses===1
paroles intérieures===1
paroles irréfléchies===1
paroles la===1
paroles les===1
paroles mêmes===1
paroles n'étaient===1
paroles nouvelles===1
paroles passionnées===1
paroles prononcées===1
paroles qui===3
paroles sa===1
paroles sans===1
paroles un===1
paroles étaient===1
paroxysme au===1
paroxysme d'amour===1
part Swann===1
part de===9
part des===1
part devant===1
part du===4
part elle===2
part est===1
part et===1
part il===1
part l'objet===1
part le===1
part les===1
part ne===1
part pour===1
part que===1
part qui===1
part un===2
part une===1
part véritable===1
part à===1
part était===1
partager avec===1
partager chaque===1
partagé avec===1
partagés par===1
partaient pour===1
partait au===1
partait en===1
partait la===1
partait pas===1
partait pour===3
partait si===1
partait tout===1
partait un===1
partenaire au===1
partent en===1
parterre céleste===1
parterre d'eau===1
parterres que===1
parti du===1
parti en===1
parti et===1
parti pris===1
participait avec===1
participation indiscrète===1
participe à===1
participer à===1
participé à===1
particularité de===1
particularités curieuses===1
particularités dans===1
particularités de===2
particularités et===1
particularités les===1
particularités nous===1
particularités qui===1
particulier aussi===1
particulier aux===1
particulier d'aimer===1
particulier d'un===1
particulier de===2
particulier donnait===1
particulier dépourvu===1
particulier et===2
particulier il===1
particulier le===1
particulier mais===1
particulier ne===1
particulier où===2
particulier qu'ils===3
particulier qu'à===1
particulier que===1
particulier à===3
particulier était===1
particuliers et===1
particuliers grâce===1
particuliers qu'il===1
particuliers que===1
particuliers qui===1
particulière aux===1
particulière comme===1
particulière d'un===1
particulière de===2
particulière et===3
particulière qu'il===1
particulière qui===1
particulière à===4
particulièrement aimable===1
particulièrement amoureux===1
particulièrement désiré===1
particulièrement ecclésiastique===1
particulièrement fermés===1
particulièrement fin===1
particulièrement féroce===1
particulièrement infâme===1
particulièrement israélite===1
particulièrement lié===1
particulièrement redoutable===1
particulièrement savoureuse===1
particulièrement sur===1
particulières dont===1
particulières que===1
particulières qui===1
partie au===1
partie d'une===1
partie de===23
partie depuis===1
partie des===2
partie destinée===1
partie du===4
partie déjà===1
partie et===3
partie eût===1
partie fine===1
partie intestine===1
partie par===1
partie pour===2
partie profonde===1
partie qu'il===1
partie que===1
partie qui===1
partie sans===1
partie un===1
partie à===2
partiellement revêtue===1
partiellement superposé===1
parties annexes===1
parties avant===1
parties basses===1
parties d'un===1
parties de===10
parties distinctes===1
parties du===2
parties découvertes===1
parties entières===1
parties gratinées===1
parties il===1
parties immatérielles===1
parties impénétrables===1
parties nouvelles===1
parties qui===1
parties restent===1
parties voisines===1
parties égales===1
partir ainsi===1
partir avant===1
partir avec===2
partir brouillée===1
partir d'un===1
partir d'une===2
partir dans===1
partir de===5
partir du===5
partir en===3
partir ensemble===1
partir le===1
partir maintenant===1
partir pour===2
partir qui===2
partir sans===1
partira en===1
partirez pas===1
partis en===1
partis et===1
partis pour===1
partit avec===1
partit chez===1
partons le===1
partout ailleurs===1
partout aux===1
partout en===1
partout et===2
partout il===1
partout l'éclairage===1
partout la===2
partout les===1
partout où===4
partout privé===1
partout tête===1
partout un===1
partît pas===1
partît pour===1
paru adorable===1
paru aussi===1
paru avoir===1
paru fastidieux===1
paru intolérable===1
paru le===1
paru mensongères===1
paru moins===1
paru plus===3
paru pure===1
paru que===1
paru quelque===1
paru sans===1
paru vraisemblable===1
paru à===1
parure de===1
parure plus===1
parurent devoir===1
parurent pas===1
parut d'autant===1
parut embarrassé===1
parut ensuite===1
parut plus===1
parut un===1
parvenaient jusqu'à===1
parvenait par===1
parvenait pas===1
parvenir qu'à===1
parvenu à===2
parvenus à===2
parvient pas===1
parvint à===1
parée d'un===1
parée de===1
parée du===1
parée pour===1
parût tout===1
parût à===1
pas Francillon===1
pas Françoise===1
pas Gilberte===1
pas Guermantes===1
pas Lorédan===1
pas Mme===1
pas Odette===6
pas Réels===1
pas Swann===1
pas Tansonville===1
pas abdiquer===1
pas absolu===1
pas accepter===1
pas admettre===1
pas adresser===1
pas agréable===1
pas ailleurs===1
pas aimé===1
pas aimée===1
pas ainsi===2
pas alarmer===1
pas aller===9
pas allé===2
pas allée===1
pas allés===1
pas alors===3
pas altérer===1
pas amorties===1
pas amoureux===1
pas apaiser===1
pas aperçu===1
pas aperçue===1
pas appliquer===1
pas apprécié===1
pas arrangé===1
pas arrivé===2
pas arrivés===1
pas artificiellement===1
pas assez===3
pas attacher===1
pas attaché===1
pas attardés===1
pas atteint===1
pas attendre===1
pas attendu===2
pas attirer===1
pas au===6
pas aura===1
pas aussi===6
pas autant===2
pas aux===2
pas avant===3
pas avec===14
pas avoir===28
pas beau===1
pas beaucoup===7
pas besoin===14
pas bien===11
pas bouger===2
pas bougé===1
pas brouillés===1
pas bête===1
pas caché===2
pas capable===2
pas capables===1
pas causé===1
pas causée===1
pas ce===13
pas cela===2
pas celle===1
pas celui===1
pas cependant===1
pas certain===1
pas certes===3
pas ces===1
pas cesser===2
pas cessé===3
pas cet===2
pas cette===5
pas changer===1
pas changé===1
pas chercher===4
pas cherché===1
pas cherchée===1
pas chez===6
pas chic===1
pas choquée===1
pas chuchoter===1
pas cinq===1
pas collaboré===1
pas colorable===1
pas combien===3
pas comme===12
pas commencé===1
pas comment===2
pas communiqué===1
pas comprendre===3
pas compris===2
pas compte===3
pas compté===1
pas confortable===1
pas connaître===2
pas connu===3
pas connue===1
pas connus===2
pas conscience===3
pas consentir===1
pas considérer===1
pas contrarier===1
pas contre===1
pas contrecarrer===1
pas contrevenu===1
pas courir===1
pas cracher===1
pas craindre===1
pas croyable===1
pas cru===4
pas d'Odette===1
pas d'abord===2
pas d'ailleurs===2
pas d'ajouter===1
pas d'aller===3
pas d'allié===1
pas d'amour===1
pas d'argent===1
pas d'attendre===1
pas d'autres===1
pas d'avoir===1
pas d'eau===1
pas d'elle===2
pas d'en===1
pas d'entre===1
pas d'explication===1
pas d'habitude===1
pas d'habituer===1
pas d'intervalle===1
pas d'odeur===1
pas d'office===1
pas d'un===3
pas d'être===1
pas dans===16
pas davantage===4
pas de===89
pas demandé===1
pas des===7
pas desservi===1
pas deux===2
pas devant===1
pas deviné===1
pas difficulté===1
pas différent===1
pas dimanche===1
pas dire===9
pas directement===2
pas disposé===1
pas distinguées===1
pas dit===2
pas donner===3
pas donné===3
pas donnée===2
pas donnés===1
pas dont===1
pas dormi===2
pas dormir===1
pas doublée===1
pas douter===1
pas drôles===1
pas du===18
pas découverte===1
pas découvrir===1
pas démentie===1
pas déplu===1
pas déranger===2
pas déridé===1
pas désagréable===1
pas désarmés===1
pas déshonoré===1
pas désintéressé===1
pas déçu===1
pas dû===3
pas effrayer===1
pas elle===1
pas en===27
pas encore===33
pas engendrer===1
pas entendre===3
pas entendu===4
pas entendue===1
pas enthousiaste===1
pas entièrement===1
pas entrer===3
pas envie===5
pas est===1
pas et===14
pas eu===11
pas euphonique===1
pas exactement===1
pas exilé===1
pas exister===1
pas existé===1
pas expliquer===1
pas expressément===1
pas exprimée===1
pas extérieur===1
pas facticement===1
pas faire===7
pas fait===3
pas faite===2
pas faits===2
pas faute===1
pas favorisé===1
pas feintes===1
pas fiché===1
pas fini===1
pas finie===1
pas fishing===1
pas fixée===1
pas flattée===1
pas foi===1
pas foncièrement===1
pas formé===1
pas fourni===1
pas franc===1
pas frappé===1
pas frivole===1
pas froid===1
pas fâchée===2
pas gaie===1
pas garde===1
pas garder===1
pas goûter===1
pas goûtée===1
pas grand'chose===1
pas grand===2
pas grotesque===1
pas gêné===1
pas habituer===1
pas haute===1
pas ici===4
pas idée===1
pas imaginaire===1
pas imaginer===1
pas imiter===1
pas incapables===1
pas indifférent===1
pas indigne===1
pas inestimable===1
pas inopinément===1
pas intelligente===1
pas interchangeables===1
pas interpréter===1
pas intimidés===1
pas intéressante===1
pas intéressé===1
pas inutiles===1
pas inventer===1
pas invité===3
pas invraisemblable===1
pas jaloux===1
pas je===1
pas jusqu'aux===1
pas jusqu'à===1
pas l'accomplissaient===1
pas l'air===7
pas l'amoindrir===1
pas l'avoir===1
pas l'embrasser===1
pas l'emmener===1
pas l'empêcher===1
pas l'endroit===1
pas l'habitude===2
pas l'heure===1
pas l'idée===1
pas l'imaginer===1
pas l'instrument===1
pas l'ombre===1
pas l'à-propos===1
pas l'étendue===1
pas l'éveiller===1
pas la===38
pas laisser===5
pas laissé===4
pas le===38
pas les===20
pas leur===3
pas libre===1
pas lier===1
pas loin===1
pas longtemps===5
pas longuement===1
pas lourd===1
pas lui-même===1
pas lui===10
pas là===11
pas lâcher===1
pas m'attendre===1
pas m'en===1
pas m'esprimer===1
pas m'inviter===1
pas ma===3
pas malade===2
pas malheureux===1
pas manquer===6
pas manqué===1
pas marcher===1
pas marquise===1
pas me===10
pas mentir===1
pas mes===2
pas mettre===1
pas mieux===4
pas mis===1
pas moi===3
pas moins===6
pas mon===2
pas monsieur===1
pas monter===1
pas mourir===1
pas moyen===2
pas mystérieux===1
pas mèche===1
pas méconnu===1
pas mélangés===1
pas même===2
pas naturellement===1
pas ne===3
pas nettement===1
pas non===3
pas nous===2
pas obligé===2
pas obtenus===1
pas on===1
pas oser===1
pas osé===4
pas oublier===3
pas ouvert===1
pas ouvrir===1
pas où===1
pas par===4
pas paraître===1
pas parce===3
pas pareils===1
pas parlé===1
pas particulier===1
pas partout===1
pas paru===1
pas passionnément===1
pas pendant===1
pas penser===3
pas pensé===2
pas perdre===2
pas perdu===2
pas permis===2
pas personnellement===1
pas persuader===1
pas persécutée===1
pas perçus===1
pas peur===1
pas pitié===1
pas plaisir===1
pas pleurer===1
pas plus===23
pas poli===1
pas poser===1
pas positivement===1
pas possible===3
pas pour===19
pas pourquoi===2
pas pourtant===1
pas pouvoir===3
pas prendre===4
pas pris===1
pas priver===1
pas profité===1
pas précisément===1
pas présentement===1
pas prévu===2
pas pu===7
pas pur===1
pas qu'Odette===2
pas qu'alors===1
pas qu'au===1
pas qu'elle===5
pas qu'en===1
pas qu'il===11
pas qu'ils===1
pas qu'on===6
pas qu'un===1
pas qu'une===1
pas qu'éloigner===1
pas quand===4
pas que===44
pas quelle===1
pas qui===1
pas quitter===2
pas rappelé===1
pas rapporter===1
pas rare===1
pas recevoir===4
pas reconnu===1
pas reconnue===2
pas reconnus===1
pas reculer===1
pas regarder===2
pas remarquer===1
pas remercier===1
pas remercié===2
pas rencontrer===2
pas rencontré===1
pas rendu===2
pas rendue===1
pas renoncer===3
pas rentrée===1
pas représentés===1
pas responsable===1
pas ressemblante===1
pas ressembler===2
pas ressentir===1
pas restaurée===1
pas rester===2
pas retarder===1
pas revenir===1
pas revenue===1
pas reçu===1
pas risquer===1
pas risqué===1
pas réaliser===1
pas réalisé===1
pas réduit===1
pas régulièrement===1
pas réinvité===1
pas répondre===1
pas résigné===1
pas réussi===1
pas réussir===1
pas révéler===1
pas révélées===1
pas s'amuser===1
pas s'apercevoir===1
pas s'empêcher===1
pas s'en===3
pas s'habituer===1
pas s'il===3
pas s'ils===1
pas s'y===1
pas s'écouter===1
pas s'éloigner===1
pas sa===11
pas saccadé===2
pas sacrés===1
pas sans===10
pas savoir===4
pas se===14
pas sec===1
pas serpent===1
pas servi===1
pas ses===1
pas seul===1
pas seulement===17
pas si===18
pas simultanément===1
pas sincère===2
pas solitaires===1
pas sommeil===1
pas son===9
pas sortir===1
pas souciés===1
pas souffert===1
pas soulagé===1
pas soupçonner===1
pas soupçonné===1
pas soupçonnée===1
pas souvent===1
pas spécialement===1
pas su===7
pas subie===1
pas substantiellement===1
pas suffi===4
pas suivis===1
pas supporter===1
pas supposer===1
pas supérieure===1
pas sur===4
pas sûr===1
pas t'avoir===1
pas taire===1
pas tarder===1
pas te===2
pas tenir===2
pas tenu===2
pas tomber===1
pas tort===1
pas toucher===1
pas touchée===1
pas toujours===5
pas tous===4
pas tout===9
pas toute===1
pas toutes===1
pas transportable===1
pas travailler===1
pas traîner===1
pas trembler===1
pas trop===12
pas troubler===2
pas trouvé===6
pas trouvée===2
pas très===6
pas un===25
pas une===25
pas vendu===1
pas venir===7
pas venu===2
pas venue===2
pas venus===1
pas viable===1
pas voir===5
pas volontairement===1
pas vos===1
pas votre===3
pas vouloir===3
pas voulu===3
pas vous===6
pas vrai===3
pas vu===10
pas vue===4
pas vus===1
pas y===3
pas à===60
pas ça===3
pas écarter===1
pas échapper===1
pas écho===1
pas éclairé===1
pas éclaté===1
pas écornées===1
pas écrit===1
pas écrite===1
pas égaux===1
pas éloigné===1
pas éminente===1
pas énormément===1
pas étaient===1
pas était===1
pas étonnant===1
pas étourdissante===1
pas été===32
pas être===15
passa ainsi===1
passa cette===1
passa contre===1
passa deux===1
passa devant===1
passa inaperçu===1
passa la===1
passa près===2
passa sa===1
passa à===1
passage de===2
passage du===1
passage ils===1
passage la===1
passage le===1
passage où===1
passage quelques===1
passage sur===1
passage surnaturel===1
passage toute===1
passage un===1
passager céleste===1
passages analogues===1
passages de===2
passages tristes===1
passagère et===1
passagères en===1
passai parfois===1
passaient des===1
passaient la===1
passaient leur===1
passaient à===1
passaient éparses===1
passais en===1
passais la===1
passais par===1
passais tout===1
passait au===2
passait aux===1
passait avec===1
passait comme===1
passait d'extraordinaire===1
passait dans===3
passait des===3
passait devant===1
passait du===1
passait en===3
passait encore===1
passait et===5
passait ici===1
passait jadis===1
passait l'hiver===2
passait la===3
passait le===1
passait maintenant===1
passait plus===1
passait quelque===2
passait sans===1
passait ses===1
passait si===1
passait son===3
passait souvent===2
passait toutes===1
passait une===2
passait à===1
passant devant===1
passant la===1
passant par===2
passant qui===1
passant un===1
passant à===1
passante qu'appelait===1
passante qu'il===1
passants comme===1
passants dont===1
passants plus===1
passe en===1
passe et===1
passe la===2
passe même===1
passe pour===1
passe sur===1
passe un===1
passe à===1
passent leur===1
passent pour===1
passent solitaires===1
passer Mme===2
passer Swann===1
passer au===1
passer chez===2
passer cinq===1
passer d'elle===1
passer dans===2
passer de===1
passer des===1
passer deux===1
passer devant===1
passer ensuite===1
passer et===1
passer l'été===1
passer la===10
passer le===1
passer les===8
passer malgré===1
passer nos===1
passer parfaitement===1
passer plus===1
passer près===1
passer quelques===2
passer rapidement===1
passer sa===2
passer sans===2
passer ses===1
passer seule===1
passer si===1
passer soit===1
passer son===1
passer sur===1
passer toujours===1
passer tous===1
passer tout===1
passer toute===1
passer un===4
passer une===3
passer vingt-quatre===1
passer à===4
passera pas===1
passera une===1
passerai comme===1
passerais ce===1
passerait la===1
passerait pas===1
passerelle dite===1
passion continue===1
passion de===1
passion est===1
passion moins===1
passion pour===1
